JunctionID	SJ.Chr	SJ.Start	SJ.Stop	SJ.Strand	Gene	Copy_Name	Copy_Count	SRR924570.F.	SRR924573.F.	SRR924582.F.	SRR924585.F.	SRR924202.F.	SRR924485.F.	SRR924539.F.	SRR924540.F.	SRR924541.F.	SRR924542.F.	SRR924546.F.	SRR924547.F.	SRR924548.F.	SRR924549.F.	SRR924550.F.	SRR924551.F.	SRR924552.F.	SRR924553.F.	SRR924554.F.	SRR924555.F.	SRR924556.F.	SRR924557.F.	SRR924558.F.	SRR924559.F.	SRR924561.F.	SRR924564.F.	SRR924567.F.
Contig1_169	Contig1	409207	409451	-	RJF.Contig1.LOC52.MHCY20o	MHCY-o	3	0.0282333333333333	0.164333333333333	10.0333333333333	6.06666666666667	0.58	2.76	2.75	0.194	0.149333333333333	0.161	0.166666666666667	0.035	0.236666666666667	0.933333333333333	1.79	0.309666666666667	0.120333333333333	0.523333333333333	1.15	0.493333333333333	0.646666666666667	8.06666666666667	13.1	0.256333333333333	0.35	2.97666666666667	0.92
Contig1_143	Contig1	374954	375079	-	RJF.Contig1.LOC48.MHCY17a	MHCY-a	3	0.0169333333333333	0.0563333333333333	2.63666666666667	1.85	3.09333333333333	0.866666666666667	1.27666666666667	0.573333333333333	0.426666666666667	0.333333333333333	0.51	0	0.0322666666666667	2.77	5.46666666666667	0.903333333333333	0.281	0.276666666666667	2.54	1.44333333333333	0.326333333333333	1.97333333333333	3.86666666666667	0.128333333333333	0.215	20.3333333333333	2.94333333333333
Contig1_147	Contig1	373519	373632	-	RJF.Contig1.LOC48.MHCY17a	MHCY-a	3	0.0169333333333333	0.108	3.9	2.4	3.86666666666667	1.06666666666667	1.21666666666667	0.706666666666667	0.506666666666667	0.78	0.5	0.0526666666666667	0.0646666666666667	1.77666666666667	2.96333333333333	0.953333333333333	0.456666666666667	0.283666666666667	4.96666666666667	0.643333333333333	0.305666666666667	5.86666666666667	6.86666666666667	0.282	0.199	23.4	3.73333333333333
Contig1_080	Contig1	263393	263506	-	RJF.Contig1.LOC30.MHCY8a	MHCY-a	3	0.0169333333333333	0.108	3.9	2.39	3.86666666666667	1.06666666666667	1.20666666666667	0.7	0.506666666666667	0.78	0.49	0.0526666666666667	0.0646666666666667	1.78333333333333	2.96333333333333	0.953333333333333	0.456666666666667	0.283666666666667	4.96666666666667	0.643333333333333	0.305666666666667	5.86666666666667	6.86666666666667	0.282	0.199	23.4	3.73333333333333
Contig1_044	Contig1	210001	210083	-	RJF.Contig1.LOC19.MHCY5f	MHCY-f	1	0.441	1.11	18.2	13.2	7.34	5.95	14.3	1.45	1.28	1.17	1.23	0.474	1.19	6.92	10.3	1.51	0.988	2.23	29.3	4.6	2.88	16.1	21.4	0.596	0.935	23.2	16.4
Contig1_097	Contig1	286680	286918	-	RJF.Contig1.LOC33.MHCY10t	MHCY-t	3	0	0	0.35	0.166666666666667	0.0246	0.0583333333333333	0.025	0	0.00496666666666667	0	0	0.0175333333333333	0.0215	0.0272	0.0185333333333333	0	0.004	0	0.0232666666666667	0.00793333333333333	0.0208333333333333	0.044	0.108	0.0064	0.0161333333333333	0.0198	0.0115
Contig1_127	Contig1	339135	339375	-	RJF.Contig1.LOC42.MHCY14s	MHCY-s	3	0	0.0094	1.07666666666667	0.576666666666667	0.0793333333333333	0.166666666666667	0.233333333333333	0.0199	0	0	0.0222333333333333	0	0.215	0.0816666666666667	0.173	0.0198333333333333	0.004	0.0353333333333333	0.131666666666667	0.0396666666666667	0.0346666666666667	0.676666666666667	1.11666666666667	0	0.0161333333333333	0.221	0.103333333333333
Contig1_100	Contig1	285741	285850	-	RJF.Contig1.LOC33.MHCY10t	MHCY-t	3	0	0.0094	0.121333333333333	0.0166666666666667	0.0463333333333333	0	0.0166666666666667	0	0	0	0.0111	0	0	0.0136	0.0185333333333333	0	0	0	0.0336666666666667	0.00793333333333333	0.0139	0.0263	0.049	0	0	0.118666666666667	0.046
Contig1_029	Contig1	193406	193531	-	RJF.Contig1.LOC16.MHCY3h	MHCY-h	2	0	0.0141	0.1705	0.1	0.16	0.05	0.075	0.0595	0.01495	0	0.03335	0	0	0.2145	0.2315	0.0476	0.01205	0.01065	0.1705	0.0715	0.0104	0.03945	0.088	0.02885	0	0.79	0.207
Contig1_153	Contig1	379534	379830	+	RJF.Contig1.LOC49.YLEC19d	YLEC-d	2	0	0.00705	0.068	0.0375	0.0535	0.075	0.1375	0.00745	0	0	0.01665	0	0.1935	0.0408	0.0555	0.02975	0.01205	0.01065	0.02325	0.0119	0	0.3025	0.25	0.01925	0.00805	0.2375	0.01725
Contig1_159	Contig1	384387	384466	-	RJF.Contig1.LOC50.MHCY18i	MHCY-i	3	0.00563333333333333	0.0094	0.796666666666667	0.516666666666667	0.155666666666667	0.0916666666666667	0.25	0.0248666666666667	0.0546666666666667	0.0343333333333333	0.0556666666666667	0	0.0107666666666667	0.0883333333333333	0.142	0.0873333333333333	0.0321333333333333	0.0142	0.366666666666667	0.0396666666666667	0.0346666666666667	0.237	0.586666666666667	0.045	0.0161333333333333	0.826666666666667	0.322
Contig1_005	Contig1	128386	128472	+	RJF.Contig1.LOC06.MHCY2B1a	MHCY-B-a	1	0	0	0.0227	0.025	0.139	0	0	0	0	0	0	0.158	0	0.0204	0.037	0	0	0	0.0465	0	0	0.0526	0.0294	0	0	0.0198	0
Contig1_108	Contig1	311827	312071	+	RJF.Contig1.LOC37.MHCY12q	MHCY-q	1	0.0339	0.451	9.98	10.1	0.885	6.65	8.3	0.0746	0.149	0.103	0.2	0.474	3.1	1.12	2.76	0.143	0.145	1.53	2.13	1.1	1.79	10.6	23.9	0.0769	0.194	1.68	1.59
Contig1_120	Contig1	333851	334044	+	RJF.Contig1.LOC41.YLEC17e	YLEC-e	3	0	0	0.038	0	0	0	0.0166666666666667	0	0	0	0	0	0.043	0	0	0	0	0	0	0	0	0.00876666666666667	0.0196	0	0	0	0
Contig1_154	Contig1	380013	380277	+	RJF.Contig1.LOC49.YLEC19d	YLEC-d	2	0	0.0352	2.49	1.25	0.1475	0.45	0.76	0.0224	0.01495	0.01725	0.01665	0	0.258	0.245	0.074	0.0238	0.01205	0.064	0.318	0.2145	0.177	0.54	0.545	0.02885	0.00805	0.218	0.276
Contig1_028	Contig1	186376	186489	-	RJF.Contig1.LOC14.MHCY2v	MHCY-v	4	0.008475	0.04575	1.33	0.905	0.605	0.35	0.655	0.097	0.056	0.08625	0.09175	0.0395	0.113	0.3775	0.55	0.1845	0.0995	0.0425	0.915	0.137	0.099	1.1525	1.64	0.04325	0.0565	2.85	0.7575
Contig1_022	Contig1	174251	174408	-	RJF.Contig1.LOC13.MHCY1d	MHCY-d	1	0.0169	0.0282	0.727	0.4	1.01	0.325	0.4	0.164	0.224	0.103	0.133	0	0.0323	0.306	0.444	0.262	0.169	0.128	2.44	0.381	0.25	0.868	1.38	0.0577	0.0645	2.06	1.14
Contig1_173	Contig1	408076	408233	-	RJF.Contig1.LOC52.MHCY20o	MHCY-o	3	0.0226	0.0796666666666667	1.47	0.91	0.356666666666667	0.316666666666667	0.673333333333333	0.104333333333333	0.0496666666666667	0.046	0.144333333333333	0	0.086	0.292666666666667	0.523333333333333	0.131	0.0563333333333333	0.085	0.82	0.198333333333333	0.180666666666667	1.34333333333333	1.78333333333333	0.121666666666667	0.0483333333333333	1.73333333333333	0.47
Contig1_165	Contig1	396435	396529	-	RJF.Contig1.LOC51.MHCY19t	MHCY-t	3	0	0.0141	1.20333333333333	0.866666666666667	0.082	0.15	0.166666666666667	0.00496666666666667	0.00496666666666667	0	0.0111	0.0175333333333333	0.043	0.0746666666666667	0.0433333333333333	0.0119	0	0.0142	0.0696666666666667	0.0476666666666667	0.0556666666666667	0.289333333333333	0.676666666666667	0.0320666666666667	0.0107666666666667	0.0856666666666667	0.0343333333333333
Contig1_038	Contig1	204770	204864	-	RJF.Contig1.LOC17.MHCY4v	MHCY-v	4	0.034	0.20775	9.725	5.625	0.95	2.2625	2.445	0.16425	0.1045	0.181	0.125	0.05275	0.3875	1.1475	2.2975	0.22325	0.1145	0.22875	1.3225	0.5525	0.2875	8.4	11.175	0.101	0.133	5	1.0075
Contig1_081	Contig1	263204	263359	-	RJF.Contig1.LOC30.MHCY8a	MHCY-a	3	0	0.0703333333333333	2.20333333333333	1.32666666666667	3.6	0.66	0.633333333333333	0.646666666666667	0.463333333333333	0.53	0.4	0	0.0536666666666667	1.15666666666667	1.81333333333333	1.02333333333333	0.423333333333333	0.170333333333333	4.3	0.366666666666667	0.152666666666667	3.7	3.83333333333333	0.154	0.086	22.5666666666667	3.66666666666667
Contig1_007	Contig1	134810	135441	-	RJF.Contig1.LOC07.ZNFY1a	ZNFY-a	3	0.034	0.0328666666666667	0.091	0.116666666666667	0.224	0.2	0.25	0.333333333333333	0.426666666666667	0.287333333333333	0.566666666666667	0.035	0.0753333333333333	0.109	0.0926666666666667	0.34	0.436666666666667	0.0636666666666667	0.416666666666667	0.0713333333333333	0.0277666666666667	0.201666666666667	0.186333333333333	0.045	0.0646666666666667	0.436666666666667	0.253
Contig1_004	Contig1	128275	128361	+	RJF.Contig1.LOC06.MHCY2B1a	MHCY-B-a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_118	Contig1	326238	326395	-	RJF.Contig1.LOC39.MHCY13e	MHCY-e	3	0	0.0141	0.227333333333333	0.183333333333333	0.47	0.133333333333333	0.116666666666667	0.119333333333333	0.104333333333333	0.0573333333333333	0.089	0	0	0.17	0.284	0.0993333333333333	0.0321333333333333	0.0283666666666667	0.463333333333333	0.0396666666666667	0.00693333333333333	0.553333333333333	0.706666666666667	0.0128333333333333	0.00536666666666667	2.59333333333333	0.483333333333333
Contig1_129	Contig1	338408	338490	-	RJF.Contig1.LOC42.MHCY14s	MHCY-s	3	0.124333333333333	0.328666666666667	5.46666666666667	3.8	1.60666666666667	1.84333333333333	4.33333333333333	0.353333333333333	0.288666666666667	0.264333333333333	0.222333333333333	0.122666666666667	0.333333333333333	1.95333333333333	2.95	0.35	0.229	0.646666666666667	6.66666666666667	1.27666666666667	0.82	4.66666666666667	6.3	0.147333333333333	0.301	5.03333333333333	3.9
Contig1_078	Contig1	263965	264045	-	RJF.Contig1.LOC30.MHCY8a	MHCY-a	3	0.096	0.305	20.5333333333333	12.2	3.5	5.86666666666667	5.76666666666667	0.72	0.426666666666667	0.62	0.423333333333333	0.122666666666667	0.623333333333333	4.3	7.76666666666667	1.08	0.333333333333333	1.12	3.76666666666667	1.63333333333333	1.43666666666667	41.3333333333333	48.3333333333333	0.54	0.616666666666667	25.0333333333333	3.56666666666667
Contig1_016	Contig1	166010	166096	-	RJF.Contig1.LOC12.MHCY2B2b	MHCY-B-b	1	0	0.0141	0	0.025	0.467	0	0.025	0	0	0	0	0.0526	0	0.0204	0	0	0	0	0.0543	0	0	0	0.0588	0	0.0323	0.0495	0.069
Contig1_092	Contig1	274261	274340	-	RJF.Contig1.LOC32.MHCY9i	MHCY-i	3	0.00563333333333333	0.0094	0.796666666666667	0.516666666666667	0.155666666666667	0.0916666666666667	0.25	0.0248666666666667	0.0546666666666667	0.0343333333333333	0.0556666666666667	0	0.0107666666666667	0.0883333333333333	0.142	0.0873333333333333	0.0321333333333333	0.0142	0.366666666666667	0.0396666666666667	0.0346666666666667	0.237	0.586666666666667	0.045	0.0161333333333333	0.826666666666667	0.310333333333333
Contig1_012	Contig1	167060	167291	-	RJF.Contig1.LOC12.MHCY2B2b	MHCY-B-b	1	0	0.0141	0	0.025	0.0492	0.025	0	0	0	0	0	0	0	0.0204	0.0185	0	0	0	0.0233	0	0	0	0.0588	0.0192	0	0.0495	0.0345
Contig1_066	Contig1	234730	234814	-	RJF.Contig1.LOC24.YLEC10c	YLEC-c	2	0.01695	0.0635	1.43	0.575	0.2375	0.2125	0.55	0.067	0	0	0.0665	0	0.0484	0.092	0.111	0.0238	0.01805	0.0213	0.4265	0.1785	0.094	0.1315	0.2205	0.02885	0.0725	0.645	0.483
Contig1_122	Contig1	334424	334508	+	RJF.Contig1.LOC41.YLEC17e	YLEC-e	3	0	0	0	0.00833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_021	Contig1	174442	174536	-	RJF.Contig1.LOC13.MHCY1d	MHCY-d	1	0.0169	0.0563	1.2	1.02	1.05	0.75	0.625	0.209	0.254	0.103	0.2	0.0526	0.129	0.531	0.796	0.226	0.108	0.0851	2.87	0.405	0.208	1.29	1.82	0.0385	0.177	2.38	1
Contig1_148	Contig1	373330	373485	-	RJF.Contig1.LOC48.MHCY17a	MHCY-a	3	0	0.0703333333333333	2.20333333333333	1.32666666666667	3.6	0.66	0.633333333333333	0.646666666666667	0.463333333333333	0.53	0.41	0	0.0536666666666667	1.17	1.81333333333333	1.02333333333333	0.426666666666667	0.170333333333333	4.3	0.366666666666667	0.152666666666667	3.7	3.83333333333333	0.154	0.086	22.6	3.66666666666667
Contig1_008	Contig1	134606	134710	-	RJF.Contig1.LOC07.ZNFY1a	ZNFY-a	3	0.096	0.103333333333333	0.212	0.0916666666666667	0.330666666666667	0.25	0.35	0.328333333333333	0.366666666666667	0.253	0.39	0.035	0.107666666666667	0.204	0.240666666666667	0.346666666666667	0.325333333333333	0.085	0.473333333333333	0.198333333333333	0.0973333333333333	0.272	0.373333333333333	0.353333333333333	0.51	0.546666666666667	0.23
Contig1_056	Contig1	227964	228218	-	RJF.Contig1.LOC22.YLEC8a	YLEC-a	2	0.1525	0.366	25.75	12.15	0.96	3.54	5.7	0.194	0.1195	0.1205	0.1165	0.0263	0.387	1.02	0.9	0.113	0.0482	0.585	3.065	2.165	1.46	3.29	3.545	0.298	0.4275	1.62	2.465
Contig1_039	Contig1	204416	204496	-	RJF.Contig1.LOC17.MHCY4v	MHCY-v	4	0.004225	0.02825	1.2275	0.7625	0.82	0.2125	0.62	0.1305	0.097	0.069	0.14175	0.02625	0.09675	0.4325	0.695	0.255	0.08425	0.0585	1.155	0.1965	0.052	1.125	1.11	0.05775	0.08075	3.95	1.085
Contig1_106	Contig1	297950	298107	-	RJF.Contig1.LOC34.MHCY11o	MHCY-o	3	0.0226	0.0796666666666667	1.47	0.91	0.356666666666667	0.308333333333333	0.683333333333333	0.104333333333333	0.0496666666666667	0.046	0.144333333333333	0	0.086	0.292666666666667	0.523333333333333	0.131	0.0563333333333333	0.085	0.82	0.198333333333333	0.180666666666667	1.32333333333333	1.78333333333333	0.121666666666667	0.0483333333333333	1.73333333333333	0.47
Contig1_071	Contig1	244188	244442	+	RJF.Contig1.LOC27.MHCY7l	MHCY-l	2	1.1	1.535	17.35	12.95	0.9	4.61	4.85	0.92	0.3955	0.3105	0.35	0.63	2.26	0.94	2.03	0.268	0.199	1.63	1.54	0.525	0.98	3.87	13.7	1.27	1.075	1.18	1.12
Contig1_168	Contig1	409713	409838	-	RJF.Contig1.LOC52.MHCY20o	MHCY-o	3	0	0.0094	0.37	0.183333333333333	0.117333333333333	0.0416666666666667	0.125	0.0298666666666667	0.0596666666666667	0.069	0.0556666666666667	0	0.0107666666666667	0.279	0.536666666666667	0.0556666666666667	0.0160666666666667	0.0353333333333333	0.214333333333333	0.214333333333333	0.0486666666666667	0.105333333333333	0.176333333333333	0.0064	0.0215	0.57	0.218333333333333
Contig1_096	Contig1	287180	287305	-	RJF.Contig1.LOC33.MHCY10t	MHCY-t	3	0	0	0.106	0.0666666666666667	0.0493333333333333	0.00833333333333333	0.0416666666666667	0	0	0	0	0	0	0.0204	0.0493333333333333	0.00396666666666667	0	0.0071	0.0206666666666667	0.0317333333333333	0	0.00876666666666667	0.049	0	0	0.076	0.023
Contig1_089	Contig1	275491	275616	-	RJF.Contig1.LOC32.MHCY9i	MHCY-i	3	0	0.0047	1.04666666666667	0.783333333333333	0.224	0.133333333333333	0.225	0.0248666666666667	0.0248666666666667	0.023	0.0776666666666667	0	0.0107666666666667	0.102	0.265333333333333	0.0633333333333333	0.0160666666666667	0.0212666666666667	0.175666666666667	0.158666666666667	0.0139	0.193	0.393333333333333	0.0256333333333333	0.0107666666666667	0.953333333333333	0.299
Contig1_010	Contig1	159035	159666	+	RJF.Contig1.LOC11.ZNFY2a	ZNFY-a	3	0.034	0.0328666666666667	0.091	0.116666666666667	0.224	0.2	0.25	0.343333333333333	0.406666666666667	0.287333333333333	0.543333333333333	0.035	0.0753333333333333	0.109	0.0926666666666667	0.35	0.423333333333333	0.0636666666666667	0.403333333333333	0.0713333333333333	0.0277666666666667	0.193	0.186333333333333	0.045	0.0646666666666667	0.44	0.253
Contig1_116	Contig1	326645	326727	-	RJF.Contig1.LOC39.MHCY13e	MHCY-e	3	0	0.0141	0.476666666666667	0.308333333333333	0.287	0.183333333333333	0.275	0.0646666666666667	0.0696666666666667	0.069	0.122333333333333	0	0	0.306	0.703333333333333	0.154666666666667	0.0643333333333333	0.0142	0.353333333333333	0.0713333333333333	0.0416666666666667	1.30666666666667	1.48	0.0320666666666667	0.059	2.22333333333333	0.287333333333333
Contig1_058	Contig1	232229	232424	-	RJF.Contig1.LOC23.YLEC9b	YLEC-b	2	0.432	1.845	236.5	133	1.11	22.65	21.85	0.2685	0.112	0.1725	0.2335	0.237	3.065	2.58	3.02	0.113	0.0905	8.5	2.56	4.37	9	19.55	41.1	1.5	1.475	1.555	1.64
Contig1_051	Contig1	224214	224295	+	RJF.Contig1.LOC21.MHCY6u	MHCY-u	2	0.0339	0.0493	2	1.125	1.26	0.525	0.4625	1.55	0.985	0.81	1.1	0.0263	0.1935	0.0815	0.2965	0.91	0.8	0.04255	2.13	0.143	0.198	0.2105	0.4855	0.0481	0.0403	1.145	1.62
Contig1_128	Contig1	338764	338858	-	RJF.Contig1.LOC42.MHCY14s	MHCY-s	3	0.158333333333333	0.78	37.6666666666667	26.1	1.54666666666667	13.6	16.9333333333333	0.278666666666667	0.356666666666667	0.195333333333333	0.343333333333333	0.122666666666667	1.57	2.63333333333333	5.53333333333333	0.356666666666667	0.257	3.66666666666667	6.13333333333333	1.95333333333333	2.88333333333333	27.0333333333333	55.3333333333333	0.275666666666667	0.311666666666667	4.23333333333333	2.96666666666667
Contig1_150	Contig1	378763	378958	+	RJF.Contig1.LOC49.YLEC19d	YLEC-d	2	0	0	0.1025	0.0875	0.0082	0.025	0.1625	0	0.0224	0	0	0	0.4515	0	0.00925	0	0	0.01065	0.00775	0	0	0.342	0.2205	0	0.00805	0.0396	0
Contig1_137	Contig1	353259	353384	+	RJF.Contig1.LOC44.MHCY15m	MHCY-m	2	0.254	0.2325	0	0	0.1845	0	0.025	0	0	0	0	0.0263	0.0484	0.143	0.2405	0	0	0	0.003875	0.0238	0.04165	0	0	0.106	0.145	0.00495	0
Contig1_141	Contig1	354731	354799	+	RJF.Contig1.LOC44.MHCY15m	MHCY-m	2	0.0254	0.02815	0	0	0.0164	0	0	0	0	0	0	0.0263	0.01615	0	0	0	0	0	0	0	0	0	0	0.02885	0.03225	0	0
Contig1_149	Contig1	373112	373296	-	RJF.Contig1.LOC48.MHCY17a	MHCY-a	3	0.0169333333333333	0.075	2.28	1.07666666666667	3.63333333333333	0.476666666666667	0.673333333333333	0.7	0.513333333333333	0.54	0.41	0	0.0215	1.55	2.23	1.04	0.35	0.177333333333333	4.2	0.436666666666667	0.264	4.1	3.7	0.102666666666667	0.129	24.0666666666667	3.63333333333333
Contig1_025	Contig1	187317	187561	-	RJF.Contig1.LOC14.MHCY2v	MHCY-v	4	0.02975	0.1725	10.875	5.625	0.9125	2.175	3.05	0.138	0.16425	0.12925	0.13325	0.06575	0.63	1.485	2.365	0.25	0.1085	0.2975	1.2175	0.505	0.485	8.65	12.6	0.149	0.1895	5.1	1.1025
Contig1_036	Contig1	205647	205772	-	RJF.Contig1.LOC17.MHCY4v	MHCY-v	4	0	0.010575	0.6125	0.3875	0.3975	0.0875	0.2375	0.05975	0.04475	0	0.09175	0	0.0485	0.14275	0.36	0.0655	0.0241	0.05325	0.375	0.08925	0.026	0.3675	0.4275	0.03375	0.0242	1.895	0.5
Contig1_146	Contig1	373735	373817	-	RJF.Contig1.LOC48.MHCY17a	MHCY-a	3	0.101666666666667	0.206666666666667	8.43333333333333	4.36666666666667	3.07	3.01666666666667	3.66666666666667	0.556666666666667	0.463333333333333	0.39	0.423333333333333	0.0175333333333333	0.129	4.83333333333333	7.46666666666667	0.826666666666667	0.329333333333333	0.523333333333333	3.4	1.69	0.833333333333333	18.1	17.5666666666667	0.43	0.516666666666667	21.2	3.5
Contig1_111	Contig1	312901	313012	+	RJF.Contig1.LOC37.MHCY12q	MHCY-q	1	0.136	0.831	8.14	7.3	1.07	5.22	8.88	0.134	0.0896	0.0345	0.0333	0.474	2.13	2.29	4.54	0.131	0.193	0.979	2.78	1.76	3.06	9.13	15.1	0.135	0.532	1.53	1.72
Contig1_024	Contig1	187823	187948	-	RJF.Contig1.LOC14.MHCY2v	MHCY-v	4	0	0.010575	0.6125	0.3875	0.3975	0.0875	0.2375	0.05975	0.04475	0	0.09175	0	0.0485	0.14275	0.36	0.0655	0.0241	0.05325	0.375	0.08925	0.026	0.3675	0.4275	0.03375	0.0242	1.8925	0.5
Contig1_162	Contig1	383765	383948	-	RJF.Contig1.LOC50.MHCY18i	MHCY-i	3	0.0226	0.0703333333333333	3.03666666666667	2.18333333333333	0.46	0.693333333333333	1.26666666666667	0.134333333333333	0.0796666666666667	0.103333333333333	0.089	0.035	0.043	0.326666666666667	0.543333333333333	0.119	0.0923333333333333	0.127666666666667	1.28333333333333	0.214333333333333	0.187333333333333	1.15	2.15666666666667	0.173	0.139666666666667	1.43	0.62
Contig1_033	Contig1	191965	192074	-	RJF.Contig1.LOC16.MHCY3h	MHCY-h	2	0.288	0.77	10.2	7.55	4.4	5	10.2	0.805	0.745	0.55	0.715	0.342	0.74	3.52	5.45	0.75	0.525	1.53	18.25	2.715	1.845	10.35	14.75	0.356	0.234	12.7	9.4
Contig1_052	Contig1	229265	229460	-	RJF.Contig1.LOC22.YLEC8a	YLEC-a	2	0.432	1.845	236.5	133	1.115	22.65	21.85	0.2685	0.112	0.1725	0.2335	0.237	3.065	2.58	3.02	0.107	0.0905	8.5	2.575	4.37	9	19.6	41.1	1.5	1.485	1.56	1.62
Contig1_126	Contig1	339637	339762	-	RJF.Contig1.LOC42.MHCY14s	MHCY-s	3	0	0	0.0227333333333333	0.0166666666666667	0.0109333333333333	0	0	0	0.00996666666666667	0	0	0	0	0.0136	0.00616666666666667	0	0	0	0.0129333333333333	0.0238	0	0	0.0098	0	0	0.0165	0.0115
Contig1_049	Contig1	223325	223569	+	RJF.Contig1.LOC21.MHCY6u	MHCY-u	2	0.271	0.865	61	40.05	1.415	13.75	13.65	1.635	0.935	1.07	0.965	0.316	2.095	1.715	2.465	0.885	0.94	2.235	1.82	1.2	2.595	7.05	24.1	0.404	0.4195	1.295	1.155
Contig1_172	Contig1	408267	408380	-	RJF.Contig1.LOC52.MHCY20o	MHCY-o	3	0.0113	0.0846666666666667	1.25666666666667	0.826666666666667	0.45	0.291666666666667	0.476666666666667	0.114333333333333	0.0846666666666667	0.138	0.155666666666667	0	0.0646666666666667	0.245	0.48	0.150666666666667	0.0643333333333333	0.0923333333333333	1.01333333333333	0.262	0.180666666666667	1.09666666666667	1.49	0.0576666666666667	0.059	1.74666666666667	0.563333333333333
Contig1_101	Contig1	299587	299712	-	RJF.Contig1.LOC34.MHCY11o	MHCY-o	3	0	0.0094	0.37	0.183333333333333	0.117333333333333	0.0416666666666667	0.125	0.0298666666666667	0.0596666666666667	0.069	0.0556666666666667	0	0.0107666666666667	0.279	0.536666666666667	0.0556666666666667	0.0160666666666667	0.0353333333333333	0.219666666666667	0.214333333333333	0.0486666666666667	0.105333333333333	0.176333333333333	0.0064	0.0215	0.576666666666667	0.218333333333333
Contig1_002	Contig1	127694	127801	+	RJF.Contig1.LOC06.MHCY2B1a	MHCY-B-a	1	0	0.0282	0	0.05	0.566	0.1	0.225	0.0149	0	0	0	0	0	0.102	0.13	0	0	0.0213	0.155	0	0.0208	0.0789	0.235	0.0192	0	0.0396	0.103
Contig1_057	Contig1	227634	227856	-	RJF.Contig1.LOC22.YLEC8a	YLEC-a	2	0.051	0.141	5.25	3.05	0.3075	0.6	1.525	0.0448	0.00745	0.069	0.05	0	0.1775	0.255	0.352	0.0535	0.0301	0.1595	1.22	0.476	0.4585	0.685	0.81	0.0865	0.2095	0.695	0.775
Contig1_001	Contig1	127192	127423	+	RJF.Contig1.LOC06.MHCY2B1a	MHCY-B-a	1	0	0.0141	0	0.025	0.0492	0.025	0	0	0	0	0	0	0	0.0204	0.0185	0	0	0	0.0233	0	0	0	0.0588	0.0192	0	0.0495	0.0345
Contig1_041	Contig1	211244	211369	-	RJF.Contig1.LOC19.MHCY5f	MHCY-f	1	0.0847	0.338	7.07	3.85	3.48	2.83	5.42	0.433	0.582	0.276	0.567	0.105	0.355	2.1	5.19	0.631	0.325	1.02	9.99	2.67	1.21	3.55	7.38	0.135	0.403	10.1	7.24
Contig1_155	Contig1	380385	380607	+	RJF.Contig1.LOC49.YLEC19d	YLEC-d	2	0	0	0.01135	0.0125	0.0123	0	0.1125	0	0.00745	0	0	0	0.0805	0.0204	0	0.01785	0.006	0	0	0	0	0.01315	0.059	0	0	0.04455	0.0345
Contig1_063	Contig1	230588	230810	-	RJF.Contig1.LOC23.YLEC9b	YLEC-b	2	0.1185	0.366	21.3	10.25	0.82	2.04	3.31	0.1865	0.067	0.01725	0.0665	0.0263	0.371	0.705	0.845	0.107	0.0785	0.565	1.84	1.45	1.22	1.96	2.925	0.269	0.4435	1.11	1.395
Contig1_014	Contig1	166319	166401	-	RJF.Contig1.LOC12.MHCY2B2b	MHCY-B-b	1	0	0	0.0227	0	0.41	0	0	0	0.0149	0	0	0.0526	0	0	0	0	0	0	0.0543	0	0	0	0	0	0	0.0495	0
Contig1_032	Contig1	192177	192259	-	RJF.Contig1.LOC16.MHCY3h	MHCY-h	2	0.212	0.52	9.2	6.6	3.83	3.015	7.1	0.82	0.62	0.64	0.635	0.237	0.645	3.735	4.955	0.71	0.51	1.115	14.75	2.43	1.47	8.05	10.9	0.269	0.4115	12.1	8.65
Contig1_042	Contig1	210728	210982	-	RJF.Contig1.LOC19.MHCY5f	MHCY-f	1	1.95	6.54	198	140	9.32	78.7	107	1.64	1.43	1.76	1.4	2.21	8.32	26.6	51.2	2.13	1.61	26.9	29.3	19.4	25.2	150	315	2.69	4.24	29.1	16.7
Contig1_105	Contig1	298141	298254	-	RJF.Contig1.LOC34.MHCY11o	MHCY-o	3	0.0113	0.0846666666666667	1.26666666666667	0.826666666666667	0.45	0.291666666666667	0.476666666666667	0.114333333333333	0.0846666666666667	0.138	0.155666666666667	0	0.0646666666666667	0.245	0.48	0.150666666666667	0.0643333333333333	0.0923333333333333	1.01333333333333	0.262	0.180666666666667	1.09666666666667	1.49	0.0576666666666667	0.059	1.74333333333333	0.573333333333333
Contig1_103	Contig1	298710	298804	-	RJF.Contig1.LOC34.MHCY11o	MHCY-o	3	0.0733333333333333	0.36	28.3333333333333	17.7666666666667	0.75	7.86666666666667	6.2	0.204	0.214	0.218333333333333	0.166666666666667	0.0526666666666667	0.42	2.09666666666667	3.16666666666667	0.321333333333333	0.192666666666667	1.2	1.45	0.966666666666667	1.59	22.3666666666667	42.6666666666667	0.320666666666667	0.423333333333333	3.31666666666667	0.873333333333333
