JunctionID	SJ.Chr	SJ.Start	SJ.Stop	SJ.Strand	Gene	SRR924570.M.proventriculus	SRR924573.F.proventriculus	SRR924582.M.spleen	SRR924585.F.spleen	SRR924202.M.adrenal_gland	SRR924485.M.adipose	SRR924539.F.adipose	SRR924540.M.cerebellum	SRR924541.F.cerebellum	SRR924542.M.cerebrum	SRR924546.F.cerebrum	SRR924547.M.testes	SRR924548.F.ovary	SRR924549.M.heart	SRR924550.F.heart	SRR924551.M.hypothalamus	SRR924552.F.hypothalamus	SRR924553.M.kidney	SRR924554.F.kidney	SRR924555.M.liver	SRR924556.F.liver	SRR924557.M.lung	SRR924558.F.lung	SRR924559.M.breast_muscle	SRR924561.F.breast_muscle	SRR924564.M.sciatic nerve	SRR924567.F.sciatic nerve
Contig1_137	Contig1	353259	353384	+	RJF.Contig1.LOC44.MHCY15m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_141	Contig1	354731	354799	+	RJF.Contig1.LOC44.MHCY15m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_149	Contig1	373112	373296	-	RJF.Contig1.LOC48.MHCY17a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00794	0	0	0	0	0	0	0.0612	0
Contig1_025	Contig1	187317	187561	-	RJF.Contig1.LOC14.MHCY2v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_036	Contig1	205647	205772	-	RJF.Contig1.LOC17.MHCY4v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_146	Contig1	373735	373817	-	RJF.Contig1.LOC48.MHCY17a	0	0	0	0	0.0333	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0.0317	0	0	0	0.0303	0	0	0.0816	0
Contig1_111	Contig1	312901	313012	+	RJF.Contig1.LOC37.MHCY12q	0.14	0.868	8.33	7.68	1.09	5.36	8.88	0.136	0.0909	0.0345	0.0345	0.6	2.28	2.33	4.62	0.119	0.195	1.02	2.85	1.9	3.97	9.38	15.5	0.143	0.55	1.58	1.79
Contig1_024	Contig1	187823	187948	-	RJF.Contig1.LOC14.MHCY2v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_162	Contig1	383765	383948	-	RJF.Contig1.LOC50.MHCY18i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102	0
Contig1_033	Contig1	191965	192074	-	RJF.Contig1.LOC16.MHCY3h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_052	Contig1	229265	229460	-	RJF.Contig1.LOC22.YLEC8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_126	Contig1	339637	339762	-	RJF.Contig1.LOC42.MHCY14s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_049	Contig1	223325	223569	+	RJF.Contig1.LOC21.MHCY6u	0	0	0.0465	0.105	0.00833	0.0256	0	0	0	0	0	0	0.0345	0	0.0189	0	0	0	0.00794	0	0.027	0.0541	0.0606	0	0	0	0
Contig1_172	Contig1	408267	408380	-	RJF.Contig1.LOC52.MHCY20o	0	0	0.116	0.0789	0	0.0256	0	0	0	0	0	0	0	0	0.0189	0	0	0.0222	0.00794	0	0.027	0.108	0.0303	0	0	0.0102	0
Contig1_101	Contig1	299587	299712	-	RJF.Contig1.LOC34.MHCY11o	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00794	0	0	0	0	0	0	0.0408	0
Contig1_002	Contig1	127694	127801	+	RJF.Contig1.LOC06.MHCY2B1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_057	Contig1	227634	227856	-	RJF.Contig1.LOC22.YLEC8a	0	0	0	0	0.00833	0	0	0	0	0.0345	0	0	0	0	0	0.0238	0.0122	0	0	0	0	0	0	0	0	0.0408	0
Contig1_001	Contig1	127192	127423	+	RJF.Contig1.LOC06.MHCY2B1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_041	Contig1	211244	211369	-	RJF.Contig1.LOC19.MHCY5f	0.0877	0.353	7.23	4.05	3.48	2.87	5.33	0.424	0.591	0.276	0.586	0.133	0.379	2.15	5.28	0.619	0.329	1.07	9.99	2.87	1.54	3.65	7.52	0.143	0.417	10.4	7.5
Contig1_155	Contig1	380385	380607	+	RJF.Contig1.LOC49.YLEC19d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_063	Contig1	230588	230810	-	RJF.Contig1.LOC23.YLEC9b	0	0	0.0233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_014	Contig1	166319	166401	-	RJF.Contig1.LOC12.MHCY2B2b	0	0	0.0233	0	0.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0159	0	0	0	0	0	0	0	0
Contig1_032	Contig1	192177	192259	-	RJF.Contig1.LOC16.MHCY3h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_042	Contig1	210728	210982	-	RJF.Contig1.LOC19.MHCY5f	0	0	0.0233	0.0526	0.117	0	0.075	0.0152	0.0303	0	0.0345	0	0	0	0.0189	0.0952	0.0122	0	0.405	0	0	0	0.0606	0	0	0.429	0.214
Contig1_105	Contig1	298141	298254	-	RJF.Contig1.LOC34.MHCY11o	0	0	0.14	0.0789	0	0.0256	0	0	0	0	0	0	0	0	0.0189	0	0	0.0222	0.00794	0	0.027	0.108	0.0303	0	0	0	0.0357
Contig1_103	Contig1	298710	298804	-	RJF.Contig1.LOC34.MHCY11o	0	0.0147	0.814	0.368	0.0167	0.0769	0.15	0	0	0	0	0	0.0345	0	0.0943	0	0	0.0222	0.0238	0	0.0541	0.432	1.21	0	0	0.0714	0.0357
Contig1_026	Contig1	186946	187040	-	RJF.Contig1.LOC14.MHCY2v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_142	Contig1	354836	354993	+	RJF.Contig1.LOC44.MHCY15m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_082	Contig1	262986	263170	-	RJF.Contig1.LOC30.MHCY8a	0	0	0	0	0.00833	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0159	0	0	0	0	0	0	0.0918	0.0357
Contig1_035	Contig1	191569	191740	-	RJF.Contig1.LOC16.MHCY3h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_046	Contig1	209598	209755	-	RJF.Contig1.LOC19.MHCY5f	0	0	0	0	0.00833	0	0	0	0	0	0.0345	0	0	0	0	0.0119	0	0	0.0556	0	0	0	0	0	0	0.0306	0
Contig1_125	Contig1	335465	335687	+	RJF.Contig1.LOC41.YLEC17e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_015	Contig1	166121	166207	-	RJF.Contig1.LOC12.MHCY2B2b	0	0	0	0	0.0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00794	0	0	0	0	0	0	0.0102	0
Contig1_017	Contig1	175869	175994	-	RJF.Contig1.LOC13.MHCY1d	0.0175	0.0294	0.465	0.342	0.733	0.103	0.1	0.182	0.0606	0.069	0.172	0.133	0.0345	0.229	0.208	0.119	0.0976	0.0222	1.07	0.308	0.0811	0.27	0.212	0	0.0333	1.8	0.75
Contig1_075	Contig1	245426	245587	+	RJF.Contig1.LOC27.MHCY7l	0	0.0441	0.93	0.579	0.2	0.282	0.175	0.273	0.0455	0	0.103	0	0.069	0.146	0.302	0.0357	0.0366	0	0.738	0.0513	0	0.162	0.485	0.0408	0.0833	0.449	0.357
Contig1_102	Contig1	299081	299325	-	RJF.Contig1.LOC34.MHCY11o	0	0	0.0233	0.0263	0.00833	0	0.075	0	0	0	0	0	0.0345	0	0.0566	0.0119	0.0122	0	0	0	0	0.027	0.121	0	0	0.0714	0
Contig1_065	Contig1	234970	235062	-	RJF.Contig1.LOC24.YLEC10c	0	0	0.0698	0.0263	0	0	0	0.0152	0	0	0	0	0.069	0	0	0	0	0	0.0238	0	0	0.027	0	0	0	0.0306	0
Contig1_062	Contig1	230918	231182	-	RJF.Contig1.LOC23.YLEC9b	0	0	0.419	0.342	0.025	0.0769	0.125	0.0152	0	0	0	0	0	0.0208	0.0189	0	0	0	0.0317	0.0256	0.027	0	0.0606	0.0408	0	0.051	0
Contig1_040	Contig1	204200	204313	-	RJF.Contig1.LOC17.MHCY4v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_006	Contig1	135569	135745	-	RJF.Contig1.LOC07.ZNFY1a	0	0	0	0	0	0	0	0.0152	0.0152	0.0345	0	0	0	0	0	0.0119	0	0	0.0159	0	0	0	0	0	0	0.0204	0
Contig1_023	Contig1	174046	174217	-	RJF.Contig1.LOC13.MHCY1d	0	0.0294	0.488	0.237	0.875	0.282	0.1	0.152	0.197	0.069	0.138	0.0667	0.0345	0.271	0.34	0.286	0.11	0.133	2.29	0.282	0.0811	0.865	0.606	0.0408	0.0667	1.58	1
Contig1_164	Contig1	396806	397044	-	RJF.Contig1.LOC51.MHCY19t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_167	Contig1	395867	395976	-	RJF.Contig1.LOC51.MHCY19t	0	0	0.0233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_132	Contig1	349863	349956	+	RJF.Contig1.LOC43.YLEC18f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_091	Contig1	274614	274708	-	RJF.Contig1.LOC32.MHCY9i	0	0	0.0465	0.0526	0.0167	0.0769	0.025	0	0.0152	0	0	0	0	0	0.0189	0	0	0.0222	0.0238	0	0	0.189	0.182	0	0	0.0408	0.0357
Contig1_157	Contig1	385111	385355	-	RJF.Contig1.LOC50.MHCY18i	0	0	0.0465	0	0.00833	0.0769	0	0	0	0	0	0	0	0	0.0189	0.0238	0	0.0222	0.00794	0	0	0.027	0.0303	0	0	0.0102	0
Contig1_098	Contig1	286309	286403	-	RJF.Contig1.LOC33.MHCY10t	0	0	0.0465	0.0263	0.0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_079	Contig1	263609	263691	-	RJF.Contig1.LOC30.MHCY8a	0	0	0	0	0.025	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0.0238	0	0	0	0.0303	0	0	0.0816	0
Contig1_048	Contig1	222938	223063	+	RJF.Contig1.LOC21.MHCY6u	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00794	0	0	0	0	0	0	0	0
Contig1_073	Contig1	245087	245169	+	RJF.Contig1.LOC27.MHCY7l	0	0	0.744	0.447	0.333	0.103	0.3	0.273	0.0455	0.103	0.0345	0	0.103	0.0417	0.151	0.0714	0.061	0	0.643	0.0256	0.0541	0.0811	0.394	0.0204	0.05	0.653	0.643
Contig1_034	Contig1	191774	191931	-	RJF.Contig1.LOC16.MHCY3h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig1_055	Contig1	228401	228689	-	RJF.Contig1.LOC22.YLEC8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0357
Contig1_072	Contig1	244719	244813	+	RJF.Contig1.LOC27.MHCY7l	0	0	0.0233	0	0	0.0256	0	0	0	0	0	0	0	0	0	0	0	0	0.00794	0	0	0	0	0	0	0	0
Contig2_026	Contig2	32523	32777	+	RJF.Contig2.LOC07.MHCY23m	0	0	0	0.0263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_028	Contig2	33422	33505	+	RJF.Contig2.LOC07.MHCY23m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_008	Contig2	12721	12914	+	RJF.Contig2.LOC04.YLEC21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_066	Contig2	99262	99375	-	RJF.Contig2.LOC16.MHCY29v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_052	Contig2	75683	75921	-	RJF.Contig2.LOC14.MHCY27t	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909	0	0	0	0
Contig2_068	Contig2	105790	106030	-	RJF.Contig2.LOC18.MHCY30h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_084	Contig2	122454	122611	-	RJF.Contig2.LOC21.MHCY32g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_077	Contig2	117272	117352	-	RJF.Contig2.LOC19.MHCY31v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_090	Contig2	142137	142332	-	RJF.Contig2.LOC24.YLEC27a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_098	Contig2	144637	144721	-	RJF.Contig2.LOC25.YLEC28b	0	0	0.233	0.0526	0.025	0	0.075	0.0152	0	0	0	0	0	0.0208	0.0189	0.0119	0	0	0.0714	0	0	0.027	0	0	0	0.0306	0.143
Contig2_030	Contig2	33713	33870	+	RJF.Contig2.LOC07.MHCY23m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_057	Contig2	88079	88323	-	RJF.Contig2.LOC15.MHCY28o	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_024	Contig2	30033	30255	+	RJF.Contig2.LOC06.YLEC22f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_102	Contig2	148066	148270	-	RJF.Contig2.LOC26.YLEC29c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_072	Contig2	104660	104817	-	RJF.Contig2.LOC18.MHCY30h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_064	Contig2	99832	99926	-	RJF.Contig2.LOC16.MHCY29v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_070	Contig2	105063	105145	-	RJF.Contig2.LOC18.MHCY30h	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102	0
Contig2_100	Contig2	143790	144054	-	RJF.Contig2.LOC25.YLEC28b	0	0.0294	0.419	0.105	0.00833	0.0513	0.05	0.0152	0.0152	0	0	0	0	0.0208	0	0	0	0.0222	0.0635	0	0	0.027	0.0909	0	0	0.0306	0.143
Contig2_092	Contig2	141673	141757	-	RJF.Contig2.LOC24.YLEC27a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_082	Contig2	122857	122939	-	RJF.Contig2.LOC21.MHCY32g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00794	0	0	0	0	0	0	0.0204	0
Contig2_032	Contig2	53325	53569	-	RJF.Contig2.LOC11.MHCY25a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204	0
Contig2_050	Contig2	62642	62825	-	RJF.Contig2.LOC13.MHCY26i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_059	Contig2	87355	87434	-	RJF.Contig2.LOC15.MHCY28o	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_088	Contig2	136718	136812	+	RJF.Contig2.LOC23.MHCY33u	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_106	Contig2	146755	147019	-	RJF.Contig2.LOC26.YLEC29c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_053	Contig2	75312	75406	-	RJF.Contig2.LOC14.MHCY27t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_013	Contig2	14334	14556	+	RJF.Contig2.LOC04.YLEC21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_017	Contig2	17277	17359	-	RJF.Contig2.LOC05.MHCY22s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_044	Contig2	64494	64619	-	RJF.Contig2.LOC13.MHCY26i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_093	Contig2	141273	141561	-	RJF.Contig2.LOC24.YLEC27a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_091	Contig2	141913	142005	-	RJF.Contig2.LOC24.YLEC27a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_055	Contig2	74744	74853	-	RJF.Contig2.LOC14.MHCY27t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_033	Contig2	52968	53048	-	RJF.Contig2.LOC11.MHCY25a	0	0	0	0	0.0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0306	0
Contig2_012	Contig2	13962	14226	+	RJF.Contig2.LOC04.YLEC21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_054	Contig2	74956	75038	-	RJF.Contig2.LOC14.MHCY27t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_069	Contig2	105419	105513	-	RJF.Contig2.LOC18.MHCY30h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_076	Contig2	117626	117720	-	RJF.Contig2.LOC19.MHCY31v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_016	Contig2	17633	17727	-	RJF.Contig2.LOC05.MHCY22s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_081	Contig2	123213	123307	-	RJF.Contig2.LOC21.MHCY32g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_007	Contig2	4890	5074	-	RJF.Contig2.LOC02.MHCY21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_060	Contig2	87139	87252	-	RJF.Contig2.LOC15.MHCY28o	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_009	Contig2	13046	13138	+	RJF.Contig2.LOC04.YLEC21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_067	Contig2	106292	106417	-	RJF.Contig2.LOC18.MHCY30h	0	0	0	0	0.00833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_071	Contig2	104851	104960	-	RJF.Contig2.LOC18.MHCY30h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_014	Contig2	18506	18631	-	RJF.Contig2.LOC05.MHCY22s	0	0	0	0	0.00833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_047	Contig2	63264	63343	-	RJF.Contig2.LOC13.MHCY26i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_065	Contig2	99478	99558	-	RJF.Contig2.LOC16.MHCY29v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_036	Contig2	52207	52362	-	RJF.Contig2.LOC11.MHCY25a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_003	Contig2	5871	5965	-	RJF.Contig2.LOC02.MHCY21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_010	Contig2	13294	13377	+	RJF.Contig2.LOC04.YLEC21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_005	Contig2	5299	5412	-	RJF.Contig2.LOC02.MHCY21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_001	Contig2	6748	6873	-	RJF.Contig2.LOC02.MHCY21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122	0	0	0	0	0	0	0	0	0.0204	0
Contig2_015	Contig2	18004	18244	-	RJF.Contig2.LOC05.MHCY22s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_031	Contig2	53831	53956	-	RJF.Contig2.LOC11.MHCY25a	0	0	0	0	0.00833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_080	Contig2	123584	123838	-	RJF.Contig2.LOC21.MHCY32g	0	0	0.0233	0.0263	0.117	0.0256	0.025	0.0455	0.0455	0.0345	0.0345	0	0	0.0208	0.0755	0.0119	0.0244	0.0222	0.27	0	0.0541	0.027	0.0303	0	0	0.296	0.286
Contig2_025	Contig2	32136	32261	+	RJF.Contig2.LOC07.MHCY23m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_099	Contig2	144237	144525	-	RJF.Contig2.LOC25.YLEC28b	0.0351	0.0294	2.44	0.947	0.0917	0.231	0.6	0.0303	0	0.0345	0	0	0	0.104	0.113	0.0119	0.0122	0.0444	0.222	0.308	0.216	0.297	0.364	0.0612	0.0333	0.245	0.393
Contig2_089	Contig2	137086	137167	+	RJF.Contig2.LOC23.MHCY33u	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_027	Contig2	33054	33148	+	RJF.Contig2.LOC07.MHCY23m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_095	Contig2	140506	140728	-	RJF.Contig2.LOC24.YLEC27a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_058	Contig2	87708	87802	-	RJF.Contig2.LOC15.MHCY28o	0	0	0	0.0263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0256	0	0	0	0	0	0	0
Contig2_022	Contig2	29182	29478	+	RJF.Contig2.LOC06.YLEC22f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_104	Contig2	147602	147686	-	RJF.Contig2.LOC26.YLEC29c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_043	Contig2	59262	59484	+	RJF.Contig2.LOC12.YLEC23g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_097	Contig2	144877	144969	-	RJF.Contig2.LOC25.YLEC28b	0	0	0.0233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_002	Contig2	6242	6486	-	RJF.Contig2.LOC02.MHCY21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_038	Contig2	57640	57835	+	RJF.Contig2.LOC12.YLEC23g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_105	Contig2	147202	147490	-	RJF.Contig2.LOC26.YLEC29c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_021	Contig2	28992	29076	+	RJF.Contig2.LOC06.YLEC22f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_045	Contig2	63988	64232	-	RJF.Contig2.LOC13.MHCY26i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_020	Contig2	28740	28833	+	RJF.Contig2.LOC06.YLEC22f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_086	Contig2	135810	135935	+	RJF.Contig2.LOC23.MHCY33u	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_101	Contig2	143460	143682	-	RJF.Contig2.LOC25.YLEC28b	0	0	0.0465	0	0	0	0	0	0	0	0	0	0	0	0.0189	0	0	0	0	0	0	0	0.0303	0	0	0	0
Contig2_107	Contig2	146425	146647	-	RJF.Contig2.LOC26.YLEC29c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_004	Contig2	5515	5597	-	RJF.Contig2.LOC02.MHCY21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_029	Contig2	33608	33676	+	RJF.Contig2.LOC07.MHCY23m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_039	Contig2	57967	58062	+	RJF.Contig2.LOC12.YLEC23g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_056	Contig2	88585	88710	-	RJF.Contig2.LOC15.MHCY28o	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_062	Contig2	100709	100834	-	RJF.Contig2.LOC16.MHCY29v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
